"U_34,mV","I_M,mA","U_0,mV","I_0,mA","E,mV",N,"t,ms"
0.349074336,844.027841000,0.007316660,0.555384583,0.65,6,524638
0.377384320,843.920416000,0.007793721,0.598732511,0.7000000000000001,6,528586
0.404363232,843.839847000,0.008172991,0.642248845,0.7500000000000001,6,532551
0.431886208,843.720486000,0.009545363,0.685447045,0.8000000000000002,6,536502
0.457394528,843.616045000,0.010884415,0.724650349,0.8500000000000002,6,540468
0.484868032,843.520556000,0.011098552,0.767965960,0.9000000000000002,6,544432
0.511152256,843.437003000,0.011465457,0.811325154,0.9500000000000003,6,548395
-0.004218467,1063.768680000,-0.004207010,-0.000033801,0,7,566511
0.028144656,1063.506080000,-0.003429011,0.043452143,0.05,7,570536
0.060200147,1063.231550000,-0.003491305,0.086965958,0.1,7,574503
0.092166688,1062.962990000,-0.000368593,0.130167555,0.15000000000000002,7,578458
0.121857360,1062.730240000,-0.001226524,0.169368119,0.2,7,582422
0.153965504,1062.476590000,0.000249618,0.212687725,0.25,7,586385
0.187326608,1062.267710000,0.001197609,0.255963177,0.3,7,590346
0.218616880,1062.109560000,0.001907820,0.299429780,0.35,7,594355
0.251001088,1061.903660000,0.002603463,0.342726118,0.39999999999999997,7,598305
0.283551104,1061.658970000,0.004190190,0.386197682,0.44999999999999996,7,602273
0.316159296,1061.470980000,0.004110518,0.429517148,0.49999999999999994,7,606227
0.344438656,1061.268060000,0.005187816,0.468443826,0.5499999999999999,7,610179
0.377847264,1061.062160000,0.006358668,0.511789975,0.6,7,614147
0.410271456,1060.865220000,0.007316660,0.555257685,0.65,7,618105
0.441011648,1060.650370000,0.007793721,0.598578040,0.7000000000000001,7,622058
0.475048160,1060.426570000,0.008172991,0.642074212,0.7500000000000001,7,626025
0.507707904,1060.250510000,0.009545363,0.685284866,0.8000000000000002,7,629981
0.534513088,1060.014770000,0.010884415,0.724457927,0.8500000000000002,7,633937
0.567910208,1059.829760000,0.011098552,0.767748929,0.9000000000000002,7,637902
0.599875264,1059.617900000,0.011465457,0.811155859,0.9500000000000003,7,641858
-0.003241845,1264.549000000,-0.004207010,-0.000038545,0,8,674496
0.031372477,1264.176000000,-0.003429011,0.043450957,0.05,8,678537
0.066170112,1263.743310000,-0.003491305,0.086942238,0.1,8,682498
0.101197272,1263.492660000,-0.000368593,0.130142945,0.15000000000000002,8,686448
0.133650808,1263.092800000,-0.001226524,0.169323940,0.2,8,690416
0.169023744,1262.698900000,0.000249618,0.212656592,0.25,8,694363
0.203516816,1262.388570000,0.001197609,0.255929673,0.3,8,698325
0.238857888,1262.027500000,0.001907820,0.299383231,0.35,8,702335
0.273736064,1261.681350000,0.002603463,0.342693208,0.39999999999999997,8,706298
0.309546016,1261.362060000,0.004190190,0.386148762,0.44999999999999996,8,710239
0.344813280,1261.000990000,0.004110518,0.429427904,0.49999999999999994,8,714205
0.376075104,1260.687670000,0.005187816,0.468360809,0.5499999999999999,8,718156
0.411757408,1260.347490000,0.006358668,0.511719708,0.6,8,722121
0.446440576,1259.992390000,0.007316660,0.555200166,0.65,8,726090
0.482290592,1259.649230000,0.007793721,0.598523486,0.7000000000000001,8,730053
0.517282496,1259.294130000,0.008172991,0.642037744,0.7500000000000001,8,734017
0.551978368,1258.947980000,0.009545363,0.685190286,0.8000000000000002,8,737972
0.584297344,1258.604820000,0.010884415,0.724341407,0.8500000000000002,8,741937
0.618321728,1258.258670000,0.011098552,0.767633002,0.9000000000000002,8,745890
0.653479616,1257.930430000,0.011465457,0.811012654,0.9500000000000003,8,749854
-0.003779742,1409.316140000,-0.004207010,-0.000010970,0,9,758839
0.033438560,1408.853610000,-0.003429011,0.043436132,0.05,9,762880
0.069143482,1408.438830000,-0.003491305,0.086958546,0.1,9,766843
0.106118536,1407.991230000,-0.000368593,0.130146207,0.15000000000000002,9,770813
0.139544560,1407.451120000,-0.001226524,0.169337876,0.2,9,774781
0.176290784,1406.973670000,0.000249618,0.212618639,0.25,9,778723
0.212921008,1406.466390000,0.001197609,0.255879567,0.3,9,782688
0.249993520,1405.994910000,0.001907820,0.299372557,0.35,9,786719
0.286664288,1405.520450000,0.002603463,0.342648142,0.39999999999999997,9,790686
0.323819552,1405.051960000,0.004190190,0.386100434,0.44999999999999996,9,794648
0.360085696,1404.529750000,0.004110518,0.429396180,0.49999999999999994,9,798605
0.392879328,1404.049330000,0.005187816,0.468347171,0.5499999999999999,9,802567
0.429480128,1403.559950000,0.006358668,0.511697471,0.6,9,806513
0.466742464,1403.112340000,0.007316660,0.555130195,0.65,9,810485
0.503432000,1402.688610000,0.007793721,0.598448177,0.7000000000000001,9,814443
0.541130432,1402.166400000,0.008172991,0.641928636,0.7500000000000001,9,818402
0.577570752,1401.727750000,0.009545363,0.685149074,0.8000000000000002,9,822369
0.610363392,1401.265230000,0.010884415,0.724305828,0.8500000000000002,9,826331
0.646913792,1400.790770000,0.011098552,0.767559769,0.9000000000000002,9,830293
0.683657920,1400.307350000,0.011465457,0.810953653,0.9500000000000003,9,834259
-0.004403201,1560.994280000,-0.004207010,-0.000014232,0,10,851330
0.033981840,1560.313920000,-0.003429011,0.043441469,0.05,10,855345
0.072114118,1559.642510000,-0.003491305,0.086943128,0.1,10,859288
0.110438336,1558.994980000,-0.000368593,0.130105289,0.15000000000000002,10,863255
0.144064544,1558.302680000,-0.001226524,0.169270273,0.2,10,867225
0.182895232,1557.655150000,0.000249618,0.212581873,0.25,10,871182
0.221323792,1557.031490000,0.001197609,0.255848139,0.3,10,875122
0.259570736,1556.363070000,0.001907820,0.299315631,0.35,10,879126
0.296760896,1555.694640000,0.002603463,0.342609005,0.39999999999999997,10,883089
0.335909920,1555.056060000,0.004190190,0.386052699,0.44999999999999996,10,887049
0.373534560,1554.408530000,0.004110518,0.429357340,0.49999999999999994,10,891006
0.409038784,1553.758010000,0.005187816,0.468283722,0.5499999999999999,10,894977
0.446701952,1553.113460000,0.006358668,0.511631650,0.6,10,898929
0.484842688,1552.492780000,0.007316660,0.555074455,0.65,10,902902
0.522412320,1551.800490000,0.007793721,0.598407262,0.7000000000000001,10,906870
0.561449856,1551.206670000,0.008172991,0.641876750,0.7500000000000001,10,910837
0.599054464,1550.562120000,0.009545363,0.685078509,0.8000000000000002,10,914806
0.633545600,1549.947410000,0.010884415,0.724258687,0.8500000000000002,10,918772
0.672018880,1549.317780000,0.011098552,0.767543462,0.9000000000000002,10,922736
0.709672128,1548.691130000,0.011465457,0.810918371,0.9500000000000003,10,926686
